arquivo,similaridade,gabarito
IMG_3581.JPG,0.047000,nao_esta
IMG_3108.JPG,0.044600,nao_esta
IMG_3591.JPG,0.042400,nao_esta
IMG_3069.JPG,0.040500,nao_esta
IMG_3236.JPG,0.039500,nao_esta
IMG_3171.JPG,0.039200,nao_esta
IMG_3118.JPG,0.034200,nao_esta
IMG_3054.JPG,0.033900,nao_esta
IMG_3081.JPG,0.030400,nao_esta
IMG_3642.JPG,0.029400,nao_esta
IMG_3122.JPG,0.027700,nao_esta
IMG_3676.JPG,0.027200,rosto_errado
IMG_3158.JPG,0.025200,nao_esta
IMG_3117.JPG,0.020900,nao_esta
IMG_3097.JPG,0.019300,nao_esta
IMG_3070.JPG,0.018900,nao_esta
IMG_3670.JPG,0.017300,nao_esta
IMG_3089.JPG,0.017100,nao_esta
IMG_3049.JPG,0.015000,nao_esta
IMG_3111.JPG,0.014700,nao_esta
IMG_3123.JPG,0.013400,nao_esta
IMG_3048.JPG,0.011900,nao_esta
IMG_3133.JPG,0.011800,nao_esta
handsome-young-african-american-with-khaki-tshirt.jpg,0.009100,nao_esta
IMG_3096.JPG,0.004600,nao_esta
IMG_3675.JPG,0.003000,nao_esta
IMG_3630.JPG,-0.001400,nao_esta
IMG_3047.JPG,-0.001800,nao_esta
IMG_3669.JPG,-0.002800,esta
IMG_3051.JPG,-0.004600,nao_esta
lifestyle-people-emotions-casual-concept-confident-nice-smiling-asian-woman-cross-arms-chest-confident-ready-help-listening-coworkers-taking-part-conversation.jpg,-0.007000,nao_esta
IMG_3167.JPG,-0.012200,nao_esta
IMG_3655.JPG,-0.015200,nao_esta
IMG_3611.JPG,-0.020200,nao_esta
IMG_3607.JPG,-0.024700,nao_esta
IMG_3125.JPG,-0.025400,nao_esta
IMG_3736.JPG,-0.030600,nao_esta
IMG_3638.JPG,-0.034900,nao_esta
IMG_3529.JPG,-0.040000,nao_esta
IMG_3632.JPG,-0.052100,nao_esta
IMG_3037.JPG,-0.064900,nao_esta
IMG_3617.JPG,-0.065600,nao_esta
IMG_3692.JPG,-0.088000,rosto_errado
IMG_3628.JPG,-0.095500,nao_esta
IMG_3639.JPG,-0.099100,nao_esta
IMG_3612.JPG,-0.129900,nao_esta
IMG_3563.JPG,-0.156900,nao_esta
IMG_3597.JPG,-0.180300,nao_esta
